k, u, y
3795, 8.000000, 2.721253
3796, 8.000000, 2.718622
3797, 8.000000, 2.717964
3798, 8.000000, 2.720924
3799, 8.000000, 2.715991
3800, 8.000000, 2.713360
3801, 8.000000, 2.715991
3802, 8.000000, 2.711387
3803, 8.000000, 2.709085
3804, 8.000000, 2.708427
3805, 8.000000, 2.707441
3806, 8.000000, 2.705797
3807, 8.000000, 2.702508
3808, 8.000000, 2.702837
3809, 8.000000, 2.701193
3810, 8.000000, 2.699548
3811, 8.000000, 2.699548
3812, 8.000000, 2.698562
3813, 8.000000, 2.701193
3814, 8.000000, 2.693300
3815, 8.000000, 2.695602
3816, 8.000000, 2.689354
3817, 8.000000, 2.689354
3818, 8.000000, 2.686723
3819, 8.000000, 2.691327
3820, 8.000000, 2.690012
3821, 8.000000, 2.683106
3822, 8.000000, 2.682119
3823, 8.000000, 2.682119
3824, 8.000000, 2.684421
3825, 8.000000, 2.683763
3826, 8.000000, 2.678173
3827, 8.000000, 2.674555
3828, 8.000000, 2.676857
3829, 8.000000, 2.676857
3830, 8.000000, 2.679488
3831, 8.000000, 2.676200
3832, 8.000000, 2.677844
3833, 8.000000, 2.672253
3834, 8.000000, 2.671596
3835, 8.000000, 2.670609
3836, 8.000000, 2.670609
3837, 8.000000, 2.667649
3838, 8.000000, 2.666992
3839, 8.000000, 2.666334
3840, 8.000000, 2.666005
3841, 8.000000, 2.660744
3842, 8.000000, 2.661730
3843, 8.000000, 2.658442
3844, 8.000000, 2.656797
3845, 8.000000, 2.661072
3846, 8.000000, 2.656468
3847, 8.000000, 2.658113
3848, 8.000000, 2.653838
3849, 8.000000, 2.655811
3850, 8.000000, 2.656140
3851, 8.000000, 2.658442
3852, 8.000000, 2.652193
3853, 8.000000, 2.649563
3854, 8.000000, 2.649234
3855, 8.000000, 2.647261
3856, 8.000000, 2.643643
3857, 8.000000, 2.641341
3858, 8.000000, 2.643643
3859, 8.000000, 2.642657
3860, 8.000000, 2.638710
3861, 8.000000, 2.641012
3862, 8.000000, 2.641341
3863, 8.000000, 2.641012
3864, 8.000000, 2.636080
3865, 8.000000, 2.634106
3866, 8.000000, 2.633778
3867, 8.000000, 2.637724
3868, 8.000000, 2.633778
3869, 8.000000, 2.633120
3870, 8.000000, 2.632133
3871, 8.000000, 2.634764
3872, 8.000000, 2.634435
3873, 8.000000, 2.630489
3874, 8.000000, 2.631147
3875, 8.000000, 2.627201
3876, 8.000000, 2.627529
3877, 8.000000, 2.627529
3878, 8.000000, 2.627201
3879, 8.000000, 2.625556
3880, 8.000000, 2.624570
3881, 8.000000, 2.621281
3882, 8.000000, 2.621939
3883, 8.000000, 2.619308
3884, 8.000000, 2.618979
3885, 8.000000, 2.615033
3886, 8.000000, 2.618979
3887, 8.000000, 2.618979
3888, 8.000000, 2.615362
3889, 8.000000, 2.616019
3890, 8.000000, 2.613389
3891, 8.000000, 2.615362
3892, 8.000000, 2.610429
3893, 8.000000, 2.610100
3894, 8.000000, 2.611087
3895, 8.000000, 2.609442
3896, 8.000000, 2.610758
3897, 8.000000, 2.607140
3898, 8.000000, 2.605825
3899, 8.000000, 2.610429
3900, 8.000000, 2.606154
3901, 8.000000, 2.603523
3902, 8.000000, 2.604510
3903, 8.000000, 2.603194
3904, 8.000000, 2.603194
3905, 8.000000, 2.600563
3906, 8.000000, 2.597933
3907, 8.000000, 2.600235
3908, 8.000000, 2.595631
3909, 8.000000, 2.596946
3910, 8.000000, 2.596617
3911, 8.000000, 2.595302
3912, 8.000000, 2.596288
3913, 8.000000, 2.588396
3914, 8.000000, 2.591684
3915, 8.000000, 2.595631
3916, 8.000000, 2.595959
3917, 8.000000, 2.593000
3918, 8.000000, 5.097880
3919, 8.000000, 2.583134
3920, 8.000000, 2.588067
3921, 8.000000, 2.588396
3922, 8.000000, 2.587409
3923, 8.000000, 2.587080
3924, 8.000000, 2.580503
3925, 8.000000, 2.585107
3926, 8.000000, 2.580174
3927, 8.000000, 2.555182
3928, 8.000000, 2.566363
3929, 8.000000, 2.587409
3930, 8.000000, 2.574584
3931, 8.000000, 2.575899
3932, 8.000000, 2.579846
3933, 8.000000, 2.567349
3934, 8.000000, 2.581819
3935, 8.000000, 2.561759
3936, 8.000000, 2.569651
3937, 8.000000, 2.577215
3938, 8.000000, 2.566034
3939, 8.000000, 2.559128
3940, 8.000000, 2.571295
3941, 8.000000, 2.572611
3942, 8.000000, 2.570638
3943, 8.000000, 2.572282
3944, 8.000000, 2.570638
3945, 8.000000, 2.571953
3946, 8.000000, 2.566034
3947, 8.000000, 2.567678
3948, 8.000000, 2.563732
3949, 8.000000, 2.570638
3950, 8.000000, 2.565705
3951, 8.000000, 2.564718
3952, 8.000000, 2.568007
3953, 8.000000, 2.565376
3954, 8.000000, 2.566363
3955, 8.000000, 2.556168
3956, 8.000000, 2.561430
3957, 8.000000, 2.567020
3958, 8.000000, 2.559786
3959, 8.000000, 2.561430
3960, 8.000000, 2.557484
3961, 8.000000, 2.557484
3962, 8.000000, 2.557812
3963, 8.000000, 2.554853
3964, 8.000000, 2.558799
3965, 8.000000, 2.558470
3966, 8.000000, 2.557812
3967, 8.000000, 2.556168
3968, 8.000000, 2.553537
3969, 8.000000, 2.552880
3970, 8.000000, 2.554524
3971, 8.000000, 2.551564
3972, 8.000000, 2.549920
3973, 8.000000, 2.549920
3974, 8.000000, 2.549262
3975, 8.000000, 2.549920
3976, 8.000000, 2.548605
3977, 8.000000, 2.550578
3978, 8.000000, 2.545316
3979, 8.000000, 2.548276
3980, 8.000000, 2.542027
3981, 8.000000, 2.545645
3982, 8.000000, 2.544329
3983, 8.000000, 2.545645
3984, 8.000000, 2.548605
3985, 8.000000, 2.541699
3986, 8.000000, 2.547289
3987, 8.000000, 2.544001
3988, 8.000000, 2.541699
3989, 8.000000, 2.538410
3990, 8.000000, 2.540054
3991, 8.000000, 2.541699
3992, 8.000000, 2.534464
3993, 8.000000, 2.540383
3994, 8.000000, 2.537095
3995, 8.000000, 2.538081
3996, 8.000000, 2.535450
3997, 8.000000, 2.536766
3998, 8.000000, 2.532491
3999, 8.000000, 2.537752
4000, 8.000000, 2.532491
4001, 8.000000, 2.530518
4002, 8.000000, 2.535779
4003, 8.000000, 2.529531
4004, 8.000000, 2.532162
4005, 8.000000, 2.533477
4006, 8.000000, 2.529531
4007, 8.000000, 2.528873
4008, 8.000000, 2.531504
4009, 8.000000, 2.532820
4010, 8.000000, 2.530846
4011, 8.000000, 2.530189
4012, 8.000000, 2.529202
4013, 8.000000, 2.525914
4014, 8.000000, 2.527558
4015, 8.000000, 2.519994
4016, 8.000000, 2.519994
4017, 8.000000, 2.524598
4018, 8.000000, 2.527229
4019, 8.000000, 2.520652
4020, 8.000000, 2.526242
4021, 8.000000, 2.520981
4022, 8.000000, 2.523612
4023, 8.000000, 2.517363
4024, 8.000000, 2.528544
4025, 8.000000, 2.519337
4026, 8.000000, 2.518679
4027, 8.000000, 2.519337
4028, 8.000000, 2.518679
4029, 8.000000, 2.518350
4030, 8.000000, 2.519008
4031, 8.000000, 2.518679
4032, 8.000000, 2.520652
4033, 8.000000, 2.514404
4034, 8.000000, 2.515390
4035, 8.000000, 2.512102
4036, 8.000000, 2.514733
4037, 8.000000, 2.515390
4038, 8.000000, 2.515390
4039, 8.000000, 2.514075
4040, 8.000000, 2.512431
4041, 8.000000, 2.511444
4042, 8.000000, 2.515061
4043, 8.000000, 2.510129
4044, 8.000000, 2.512759
4045, 8.000000, 2.509800
4046, 8.000000, 2.509800
4047, 8.000000, 2.509142
4048, 8.000000, 2.508484
4049, 8.000000, 2.507169
4050, 8.000000, 2.510129
4051, 8.000000, 2.504867
4052, 8.000000, 2.505196
4053, 8.000000, 2.504538
4054, 8.000000, 2.506511
4055, 8.000000, 2.504538
4056, 8.000000, 2.505196
4057, 8.000000, 2.505854
4058, 8.000000, 2.503552
4059, 8.000000, 2.503552
4060, 8.000000, 2.504538
4061, 8.000000, 2.501250
4062, 8.000000, 2.501578
4063, 8.000000, 2.500263
4064, 8.000000, 2.501578
4065, 8.000000, 2.479216
4066, 8.000000, 2.498619
4067, 8.000000, 2.478888
4068, 8.000000, 2.481518
4069, 8.000000, 2.485465
4070, 8.000000, 2.496317
4071, 8.000000, 2.493357
4072, 8.000000, 2.512759
4073, 8.000000, 2.479874
4074, 8.000000, 2.492042
4075, 8.000000, 2.507827
4076, 8.000000, 2.498290
4077, 8.000000, 2.486780
4078, 8.000000, 2.485136
4079, 8.000000, 2.485793
4080, 8.000000, 2.474941
4081, 8.000000, 2.491055
4082, 8.000000, 2.489740
4083, 8.000000, 2.476257
4084, 8.000000, 2.491055
4085, 8.000000, 2.482176
4086, 8.000000, 2.498290
4087, 8.000000, 2.464747
4088, 8.000000, 2.492042
4089, 8.000000, 2.474284
4090, 8.000000, 2.472639
4091, 8.000000, 2.485793
4092, 8.000000, 2.499605
4093, 8.000000, 2.473626
4094, 8.000000, 2.482176
4095, 8.000000, 2.469022
4096, 8.000000, 2.505196
4097, 8.000000, 2.486122
4098, 8.000000, 2.467049
4099, 8.000000, 2.498619
4100, 8.000000, 2.481518
4101, 8.000000, 2.467707
4102, 8.000000, 2.481190
4103, 8.000000, 2.469680
4104, 8.000000, 2.488753
4105, 8.000000, 2.463103
4106, 8.000000, 2.481190
4107, 8.000000, 2.464089
4108, 8.000000, 2.461458
4109, 8.000000, 2.470666
4110, 8.000000, 2.476257
4111, 8.000000, 2.483163
4112, 8.000000, 2.482176
4113, 8.000000, 2.478230
4114, 8.000000, 2.485465
4115, 8.000000, 2.467049
4116, 8.000000, 2.454881
4117, 8.000000, 2.460801
4118, 8.000000, 2.479545
4119, 8.000000, 2.459814
4120, 8.000000, 2.471982
4121, 8.000000, 2.481518
4122, 8.000000, 2.473297
4123, 8.000000, 2.474284
4124, 8.000000, 2.472968
4125, 8.000000, 2.470009
4126, 8.000000, 2.468035
4127, 8.000000, 2.485136
4128, 8.000000, 2.461458
4129, 8.000000, 2.476586
4130, 8.000000, 2.474941
4131, 8.000000, 2.474941
4132, 8.000000, 2.474284
4133, 8.000000, 2.472310
4134, 8.000000, 2.471324
4135, 8.000000, 2.472968
4136, 8.000000, 2.472310
4137, 8.000000, 2.469351
4138, 8.000000, 2.471653
4139, 8.000000, 2.470995
4140, 8.000000, 2.465733
4141, 8.000000, 2.472639
4142, 8.000000, 2.461458
4143, 8.000000, 2.469680
4144, 8.000000, 2.467049
4145, 8.000000, 2.469680
4146, 8.000000, 2.464747
4147, 8.000000, 2.460472
4148, 8.000000, 2.469680
4149, 8.000000, 2.467378
4150, 8.000000, 2.467049
4151, 8.000000, 2.468364
4152, 8.000000, 2.465405
4153, 8.000000, 2.462116
4154, 8.000000, 2.465733
4155, 8.000000, 2.463103
4156, 8.000000, 2.466062
4157, 8.000000, 2.460801
4158, 8.000000, 2.458828
4159, 8.000000, 2.462774
4160, 8.000000, 2.462774
4161, 8.000000, 2.463103
4162, 8.000000, 2.463431
4163, 8.000000, 2.464418
4164, 8.000000, 2.461458
4165, 8.000000, 2.458499
4166, 8.000000, 2.462116
4167, 8.000000, 2.461458
4168, 8.000000, 2.461458
4169, 8.000000, 2.462445
4170, 8.000000, 2.464418
4171, 8.000000, 2.460472
4172, 8.000000, 2.460143
4173, 8.000000, 2.461787
4174, 8.000000, 2.458170
4175, 8.000000, 2.461787
4176, 8.000000, 2.463431
4177, 8.000000, 2.460143
4178, 8.000000, 2.453895
4179, 8.000000, 2.463431
4180, 8.000000, 2.458170
4181, 8.000000, 2.458170
4182, 8.000000, 2.455539
4183, 8.000000, 2.456197
4184, 8.000000, 2.453895
4185, 8.000000, 2.456526
4186, 8.000000, 2.452908
4187, 8.000000, 2.451264
4188, 8.000000, 2.456526
4189, 8.000000, 2.459156
4190, 8.000000, 2.453237
4191, 8.000000, 2.452908
4192, 8.000000, 2.453566
4193, 8.000000, 2.457512
4194, 8.000000, 2.451922
4195, 8.000000, 2.453237
4196, 8.000000, 2.448633
4197, 8.000000, 2.451264
4198, 8.000000, 2.451922
4199, 8.000000, 2.449620
4200, 8.000000, 2.448962
4201, 8.000000, 2.455539
4202, 8.000000, 2.448962
4203, 8.000000, 2.446002
4204, 8.000000, 2.447318
4205, 8.000000, 2.449620
4206, 8.000000, 2.451922
4207, 8.000000, 2.452250
4208, 8.000000, 2.450935
4209, 8.000000, 2.444687
4210, 8.000000, 2.450277
4211, 8.000000, 2.450935
4212, 8.000000, 2.449948
4213, 8.000000, 2.449291
4214, 8.000000, 2.447975
4215, 8.000000, 2.445016
4216, 8.000000, 2.449291
4217, 8.000000, 2.444687
4218, 8.000000, 2.447318
4219, 8.000000, 2.445345
4220, 8.000000, 2.444687
4221, 8.000000, 2.442714
4222, 8.000000, 2.439096
4223, 8.000000, 2.442385
4224, 8.000000, 2.448304
4225, 8.000000, 2.444687
4226, 8.000000, 2.443700
4227, 8.000000, 2.441398
4228, 8.000000, 2.445345
4229, 8.000000, 2.441727
4230, 8.000000, 2.444029
4231, 8.000000, 2.440083
4232, 8.000000, 2.444029
4233, 8.000000, 2.441069
4234, 8.000000, 2.445673
4235, 8.000000, 2.441398
4236, 8.000000, 2.441727
4237, 8.000000, 2.442714
4238, 8.000000, 2.437123
4239, 8.000000, 2.438767
4240, 8.000000, 2.440412
4241, 8.000000, 2.442714
4242, 8.000000, 2.444687
4243, 8.000000, 2.437452
4244, 8.000000, 2.441727
4245, 8.000000, 2.438767
4246, 8.000000, 2.440741
4247, 8.000000, 2.437781
4248, 8.000000, 2.442056
4249, 8.000000, 2.438439
4250, 8.000000, 2.438439
4251, 8.000000, 2.441398
4252, 8.000000, 2.437123
4253, 8.000000, 2.438767
4254, 8.000000, 2.437123
4255, 8.000000, 2.438110
4256, 8.000000, 2.435808
4257, 8.000000, 2.437123
4258, 8.000000, 2.438767
4259, 8.000000, 2.436465
4260, 8.000000, 2.441069
4261, 8.000000, 2.433506
4262, 8.000000, 2.432190
4263, 8.000000, 2.433177
4264, 8.000000, 2.435479
4265, 8.000000, 2.434821
4266, 8.000000, 2.431862
4267, 8.000000, 2.434821
4268, 8.000000, 2.433177
4269, 8.000000, 2.437452
4270, 8.000000, 2.432190
4271, 8.000000, 2.433506
4272, 8.000000, 2.433506
4273, 8.000000, 2.431533
4274, 8.000000, 2.434163
4275, 8.000000, 2.428902
4276, 8.000000, 2.434163
4277, 8.000000, 2.429888
4278, 8.000000, 2.431204
4279, 8.000000, 2.430217
4280, 8.000000, 2.435150
4281, 8.000000, 2.431862
4282, 8.000000, 2.423311
4283, 8.000000, 2.421996
4284, 8.000000, 2.426271
4285, 8.000000, 2.421667
4286, 8.000000, 2.426600
4287, 8.000000, 2.432190
4288, 8.000000, 2.424956
4289, 8.000000, 2.428244
4290, 8.000000, 2.419694
4291, 8.000000, 2.424627
4292, 8.000000, 2.418707
4293, 8.000000, 2.428244
4294, 8.000000, 2.427586
4295, 8.000000, 2.428573
4296, 8.000000, 2.431533
4297, 8.000000, 2.421009
4298, 8.000000, 2.418379
4299, 8.000000, 2.426600
4300, 8.000000, 2.432848
4301, 8.000000, 2.415090
4302, 8.000000, 2.429888
4303, 8.000000, 2.414761
4304, 8.000000, 2.428902
4305, 8.000000, 2.430546
4306, 8.000000, 2.425613
4307, 8.000000, 2.421338
4308, 8.000000, 2.427258
4309, 8.000000, 2.424627
4310, 8.000000, 2.426929
4311, 8.000000, 2.425613
4312, 8.000000, 2.426271
4313, 8.000000, 2.425284
4314, 8.000000, 2.423311
4315, 8.000000, 2.570309
4316, 8.000000, 2.454881
4317, 8.000000, 2.426271
4318, 8.000000, 2.422654
4319, 8.000000, 2.421996
4320, 8.000000, 2.418707
4321, 8.000000, 2.426271
4322, 8.000000, 2.425942
4323, 8.000000, 2.423640
4324, 8.000000, 2.423969
4325, 8.000000, 2.418379
4326, 8.000000, 2.421009
4327, 8.000000, 2.423640
4328, 8.000000, 2.422325
4329, 8.000000, 2.419365
4330, 8.000000, 2.419694
4331, 8.000000, 2.420680
4332, 8.000000, 2.418379
4333, 8.000000, 2.420680
4334, 8.000000, 2.421338
4335, 8.000000, 2.418379
4336, 8.000000, 2.421338
4337, 8.000000, 2.417392
4338, 8.000000, 2.417721
4339, 8.000000, 2.421009
4340, 8.000000, 2.417392
4341, 8.000000, 2.418379
4342, 8.000000, 2.417721
4343, 8.000000, 2.418379
4344, 8.000000, 2.418707
4345, 8.000000, 2.416734
4346, 8.000000, 2.417721
4347, 8.000000, 2.414103
4348, 8.000000, 2.418707
4349, 8.000000, 2.415748
4350, 8.000000, 2.413775
4351, 8.000000, 2.420352
4352, 8.000000, 2.415090
4353, 8.000000, 2.416734
4354, 8.000000, 2.417063
4355, 8.000000, 2.415419
4356, 8.000000, 2.417392
4357, 8.000000, 2.417721
4358, 8.000000, 2.414432
4359, 8.000000, 2.412788
4360, 8.000000, 2.416077
4361, 8.000000, 2.416734
4362, 8.000000, 2.414103
4363, 8.000000, 2.414432
4364, 8.000000, 2.414432
4365, 8.000000, 2.409828
4366, 8.000000, 2.410486
4367, 8.000000, 2.412459
4368, 8.000000, 2.414761
4369, 8.000000, 2.412459
4370, 8.000000, 2.411144
4371, 8.000000, 2.414761
4372, 8.000000, 2.411473
4373, 8.000000, 2.413117
4374, 8.000000, 2.410157
4375, 8.000000, 2.408842
4376, 8.000000, 2.414761
4377, 8.000000, 2.414432
4378, 8.000000, 2.413446
4379, 8.000000, 2.411144
4380, 8.000000, 2.409499
4381, 8.000000, 2.413446
4382, 8.000000, 2.408842
4383, 8.000000, 2.410157
4384, 8.000000, 2.408513
4385, 8.000000, 2.411801
4386, 8.000000, 2.406211
4387, 8.000000, 2.409499
4388, 8.000000, 2.409828
4389, 8.000000, 2.412130
4390, 8.000000, 2.406869
4391, 8.000000, 2.406869
4392, 8.000000, 2.409499
4393, 8.000000, 2.408184
4394, 8.000000, 2.411144
4395, 8.000000, 2.410815
4396, 8.000000, 2.409499
4397, 8.000000, 2.409171
4398, 8.000000, 2.403251
4399, 8.000000, 2.409828
4400, 8.000000, 2.409171
4401, 8.000000, 2.411473
4402, 8.000000, 2.410157
4403, 8.000000, 2.404896
4404, 8.000000, 2.407526
4405, 8.000000, 2.405224
4406, 8.000000, 2.407855
4407, 8.000000, 2.407198
4408, 8.000000, 2.404238
4409, 8.000000, 2.402265
4410, 8.000000, 2.406540
4411, 8.000000, 2.407198
4412, 8.000000, 2.403580
4413, 8.000000, 2.406540
4414, 8.000000, 2.407198
4415, 8.000000, 2.409171
4416, 8.000000, 2.405553
4417, 8.000000, 2.405553
4418, 8.000000, 2.407526
4419, 8.000000, 2.402594
4420, 8.000000, 2.405882
4421, 8.000000, 2.402922
4422, 8.000000, 2.405882
4423, 8.000000, 2.404567
4424, 8.000000, 2.404896
4425, 8.000000, 2.407855
4426, 8.000000, 2.405553
4427, 8.000000, 2.403580
4428, 8.000000, 2.402922
4429, 8.000000, 2.401278
4430, 8.000000, 2.404896
4431, 8.000000, 2.400620
4432, 8.000000, 2.401278
4433, 8.000000, 2.402594
4434, 8.000000, 2.399963
4435, 8.000000, 2.401278
4436, 8.000000, 2.403909
4437, 8.000000, 2.399305
4438, 8.000000, 2.403909
4439, 8.000000, 2.400620
4440, 8.000000, 2.401607
4441, 8.000000, 2.400292
4442, 8.000000, 2.402265
4443, 8.000000, 2.398318
4444, 8.000000, 2.400620
4445, 8.000000, 2.396674
4446, 8.000000, 2.398976
4447, 8.000000, 2.400949
4448, 8.000000, 2.399963
4449, 8.000000, 2.405553
4450, 8.000000, 2.400949
4451, 8.000000, 2.400620
4452, 8.000000, 2.398976
4453, 8.000000, 2.399305
4454, 8.000000, 2.400620
4455, 8.000000, 2.398976
4456, 8.000000, 2.403251
4457, 8.000000, 2.398976
4458, 8.000000, 2.405224
4459, 8.000000, 2.400292
4460, 8.000000, 2.399305
4461, 8.000000, 2.396016
4462, 8.000000, 2.399634
4463, 8.000000, 2.398976
4464, 8.000000, 2.399963
4465, 8.000000, 2.398976
4466, 8.000000, 2.399634
4467, 8.000000, 2.399963
4468, 8.000000, 2.397661
4469, 8.000000, 2.395030
4470, 8.000000, 2.395359
4471, 8.000000, 2.396345
4472, 8.000000, 2.397990
4473, 8.000000, 2.399634
4474, 8.000000, 2.403909
4475, 8.000000, 2.396345
4476, 8.000000, 2.399305
4477, 8.000000, 2.400292
4478, 8.000000, 2.397661
4479, 8.000000, 2.398647
4480, 8.000000, 2.399963
4481, 8.000000, 2.396345
4482, 8.000000, 2.391741
4483, 8.000000, 2.390755
4484, 8.000000, 2.393386
4485, 8.000000, 2.396016
4486, 8.000000, 2.396674
4487, 8.000000, 2.395688
4488, 8.000000, 2.397990
4489, 8.000000, 2.400620
4490, 8.000000, 2.393057
4491, 8.000000, 2.395359
4492, 8.000000, 2.401278
4493, 8.000000, 2.396674
4494, 8.000000, 2.397332
4495, 8.000000, 2.395688
4496, 8.000000, 2.394701
4497, 8.000000, 2.392399
4498, 8.000000, 2.396345
4499, 8.000000, 2.393715
4500, 8.000000, 2.396016
4501, 8.000000, 2.397003
4502, 8.000000, 2.390097
4503, 8.000000, 2.390097
4504, 8.000000, 2.392399
4505, 8.000000, 2.393057
4506, 8.000000, 2.397990
4507, 8.000000, 2.399305
4508, 8.000000, 2.394043
4509, 8.000000, 2.388124
4510, 8.000000, 2.392399
4511, 8.000000, 2.397003
4512, 8.000000, 2.392399
4513, 8.000000, 2.395030
4514, 8.000000, 2.393386
4515, 8.000000, 2.391413
4516, 8.000000, 2.391741
4517, 8.000000, 2.390097
4518, 8.000000, 2.392728
4519, 8.000000, 2.395688
4520, 8.000000, 2.393386
4521, 8.000000, 2.397003
4522, 8.000000, 2.394372
4523, 8.000000, 2.391741
4524, 8.000000, 2.393057
4525, 8.000000, 2.395030
4526, 8.000000, 2.392728
4527, 8.000000, 2.390097
4528, 8.000000, 2.390755
4529, 8.000000, 2.391413
4530, 8.000000, 2.393715
4531, 8.000000, 2.391741
4532, 8.000000, 2.390755
4533, 8.000000, 2.391741
4534, 8.000000, 2.390755
4535, 8.000000, 2.384507
4536, 8.000000, 2.390097
4537, 8.000000, 2.386480
4538, 8.000000, 2.392399
4539, 8.000000, 2.391084
4540, 8.000000, 2.392399
4541, 8.000000, 2.390755
4542, 8.000000, 2.389768
4543, 8.000000, 2.393057
4544, 8.000000, 2.388782
4545, 8.000000, 2.390426
4546, 8.000000, 2.387137
4547, 8.000000, 2.392399
4548, 8.000000, 2.389111
4549, 8.000000, 2.390426
4550, 8.000000, 2.391084
4551, 8.000000, 2.391084
4552, 8.000000, 2.391413
4553, 8.000000, 2.385822
4554, 8.000000, 2.389111
4555, 8.000000, 2.386480
4556, 8.000000, 2.391741
4557, 8.000000, 2.388453
4558, 8.000000, 2.388782
4559, 8.000000, 2.388124
4560, 8.000000, 2.388453
4561, 8.000000, 2.385164
4562, 8.000000, 2.387466
4563, 8.000000, 2.388453
4564, 8.000000, 2.388124
4565, 8.000000, 2.390097
4566, 8.000000, 2.387795
4567, 8.000000, 2.389439
4568, 8.000000, 2.386809
4569, 8.000000, 2.388453
4570, 8.000000, 2.391084
4571, 8.000000, 2.387137
4572, 8.000000, 2.386480
4573, 8.000000, 2.389111
4574, 8.000000, 2.384178
4575, 8.000000, 2.389439
4576, 8.000000, 2.385164
4577, 8.000000, 2.387795
4578, 8.000000, 2.385493
4579, 8.000000, 2.391741
4580, 8.000000, 2.387137
4581, 8.000000, 2.387466
4582, 8.000000, 2.386809
4583, 8.000000, 2.384507
4584, 8.000000, 2.386151
4585, 8.000000, 2.385822
4586, 8.000000, 2.384835
4587, 8.000000, 2.388782
4588, 8.000000, 2.386809
4589, 8.000000, 2.389111
4590, 8.000000, 2.387466
4591, 8.000000, 2.388124
4592, 8.000000, 2.389439
4593, 8.000000, 2.383191
4594, 8.000000, 2.385493
4595, 8.000000, 2.383191
4596, 8.000000, 2.384835
4597, 8.000000, 2.385822
4598, 8.000000, 2.384178
4599, 8.000000, 2.383849
4600, 8.000000, 2.381876
4601, 8.000000, 2.386480
4602, 8.000000, 2.384178
4603, 8.000000, 2.384835
4604, 8.000000, 2.384835
4605, 8.000000, 2.386151
4606, 8.000000, 2.385822
4607, 8.000000, 2.383849
4608, 8.000000, 2.387466
4609, 8.000000, 2.385164
4610, 8.000000, 2.383849
4611, 8.000000, 2.385493
4612, 8.000000, 2.384178
4613, 8.000000, 2.380560
4614, 8.000000, 2.381218
4615, 8.000000, 2.384507
4616, 8.000000, 2.381876
4617, 8.000000, 2.383849
4618, 8.000000, 2.385164
4619, 8.000000, 2.383191
4620, 8.000000, 2.384507
4621, 8.000000, 2.384835
4622, 8.000000, 2.387137
4623, 8.000000, 2.384835
4624, 8.000000, 2.382533
4625, 8.000000, 2.382862
4626, 8.000000, 2.385164
4627, 8.000000, 2.380889
4628, 8.000000, 2.381218
4629, 8.000000, 2.386480
4630, 8.000000, 2.377930
4631, 8.000000, 2.385164
4632, 8.000000, 2.380889
4633, 8.000000, 2.381218
4634, 8.000000, 2.379574
4635, 8.000000, 2.381547
4636, 8.000000, 2.383191
4637, 8.000000, 2.384507
4638, 8.000000, 2.381547
4639, 8.000000, 2.383849
4640, 8.000000, 2.379903
4641, 8.000000, 2.380560
4642, 8.000000, 2.378916
4643, 8.000000, 2.385493
4644, 8.000000, 2.383849
4645, 8.000000, 2.379903
4646, 8.000000, 2.383191
4647, 8.000000, 2.383849
4648, 8.000000, 2.381218
4649, 8.000000, 2.384178
4650, 8.000000, 2.381547
4651, 8.000000, 2.377930
4652, 8.000000, 2.377601
4653, 8.000000, 2.379245
4654, 8.000000, 2.380560
4655, 8.000000, 2.379245
4656, 8.000000, 2.377272
4657, 8.000000, 2.380889
4658, 8.000000, 2.382533
4659, 8.000000, 2.380560
4660, 8.000000, 2.378587
4661, 8.000000, 2.382205
4662, 8.000000, 2.379245
4663, 8.000000, 2.380889
4664, 8.000000, 2.376943
4665, 8.000000, 2.380232
4666, 8.000000, 2.378258
4667, 8.000000, 2.382533
4668, 8.000000, 2.377601
4669, 8.000000, 2.379245
4670, 8.000000, 2.381547
4671, 8.000000, 2.378916
4672, 8.000000, 2.378916
4673, 8.000000, 2.373654
4674, 8.000000, 2.378258
4675, 8.000000, 2.378587
4676, 8.000000, 2.379903
4677, 8.000000, 2.381218
4678, 8.000000, 2.380232
4679, 8.000000, 2.377601
4680, 8.000000, 2.372339
4681, 8.000000, 2.376285
4682, 8.000000, 2.377272
4683, 8.000000, 2.379903
4684, 8.000000, 2.376614
4685, 8.000000, 2.379245
4686, 8.000000, 2.380560
4687, 8.000000, 2.378587
4688, 8.000000, 2.380560
4689, 8.000000, 2.375628
4690, 8.000000, 2.377601
4691, 8.000000, 2.379574
4692, 8.000000, 2.374641
4693, 8.000000, 2.375628
4694, 8.000000, 2.379903
4695, 8.000000, 2.375299
4696, 8.000000, 2.374970
4697, 8.000000, 2.379245
4698, 8.000000, 2.377930
4699, 8.000000, 2.375956
4700, 8.000000, 2.380560
4701, 8.000000, 2.377601
4702, 8.000000, 2.376285
4703, 8.000000, 2.375628
4704, 8.000000, 2.373983
4705, 8.000000, 2.371352
4706, 8.000000, 2.379903
4707, 8.000000, 2.377930
4708, 8.000000, 2.374312
4709, 8.000000, 2.375956
4710, 8.000000, 2.377930
4711, 8.000000, 2.372668
4712, 8.000000, 2.376614
4713, 8.000000, 2.378258
4714, 8.000000, 2.376614
4715, 8.000000, 2.379245
4716, 8.000000, 2.373983
4717, 8.000000, 2.379903
4718, 8.000000, 2.368393
4719, 8.000000, 2.375956
4720, 8.000000, 2.376285
4721, 8.000000, 2.378916
4722, 8.000000, 2.373983
4723, 8.000000, 2.373654
4724, 8.000000, 2.380232
4725, 8.000000, 2.372668
4726, 8.000000, 2.373654
